ip_version,ip_ihl,ip_len,ip_ttl,ip_proto,src_port,dst_port,tcp_flags,payload_len,payload_mean,payload_std,payload_bytes,has_shellcode_pattern,has_suspicious_strings,entropy,printable_ratio
4,14,478,56,17,47837,21894,35,227,115.74008810572687,73.05304527383362,cb81396c6b279236a43b2cc00920dee4a64c3822dca4fbae288d4fd28dcd6938165f3715390f2ffe9d63653cf13858b7df3bbc2025cb2d7d7f5073f29ceb01196bb141305a2e1e2a49e6378ea8be19df1b823cbac1bab74f10875a7a6460a20498a79d448cdbbb44c084803958a2fe7c9b7745085af26269e54b5f61051b3dafc1ab3d81de2f6943d20ee775821c149a031719584b7d06d54d8706f856af8b581ebe055a1dbd4020fa95a420017506f0548509eb23fa54e73623868cf33e77842c852bb76ce9c51e724fca69e718b3c5c3ed0233d5404228f6309d47b5c9cc328923d6,0,0,7.049879929917355,0.42290748898678415
4,13,875,98,1,60151,53742,0,191,130.1151832460733,73.16772190407012,54792690ff927d68aee1df5dbddbf91e5f875e08adc2c98062146cd8dbb96d6dfac3b9e960f609194fcadfb46ee0636d642e65786557df0e59debebacb8df4fb343c1cf9543a3cf840e5680f994687293393a0fa1d314039eda5be42a0244b4e6aa46bcbd2abe03e3d72c13accdaab24be64cd90556a128ec259835332141e6c158b44d1e2fb4c04c0ea3d175a8bdfe7397cb6f35c2c44ec82b974ad8b751684997dd497766435102ca523e54d73185e0bf9e127f8d06c14a2ec2dd60896d8,0,1,6.96989427297131,0.4083769633507853
6,13,619,73,17,64958,34497,24,237,131.08860759493672,75.15635289688842,1f7379ede605cd6936cd5b4abf70922887269f2464b0dac469c6a5c9cb7813439751ea31049ec1948bcff9776ce903ed185ca82dff8f4f2e6f1680b3f3d4d7108363b4f3e928606f6b7e99b85a6f3a55765c42549a8141848f36edeb2160d21b77ad1714f059c55a30cb1eb9dafb9fbff663cbb5747c295f568881f3b1a28338e23633efddfe82601fd0019d592cfe2f1ab22d9b21cde6a02e30710c7b67da194f4c1dd6a580f6dd02d993b509fb124075d36cfdf9f6545e675bc00e191ec85d403a55fd5150a644f3a1305bde70ebd7d20c5dd25da8fde25acd091ecb6118d53953d7f0f5e1e17664710a83ed,0,0,7.101534704466662,0.3924050632911392
6,13,1235,63,1,10730,25644,46,87,121.3103448275862,79.5640868481066,14e2b26c3b3c84cf32c1338c4037a8f9e318a4fd4801eb85e5c5c5179799f8fb21175517f97044a1b54de9d32ca4ca7059a6e964804ee039b450ce86bb08df1531042f13bf76aecb4d98150bde15250cf15203491d316d,0,0,6.172716196948418,0.3333333333333333
4,12,386,100,1,29378,49657,5,192,122.38541666666667,71.62618087910586,375056f5a0f67af8d1f09647ac8268190a3cd94581dfa44df9d61c13be5e04d40e5acb7c782e8be1eb329501802e4dd0bc37d59abb044a47f39e8e5c125e70ce4e97733638063fde86796dd0eea5c99e9ac457e0d1a14f05aa46a3b05b010165994c8646193e75478e54011fe3cdd0a89aee2a9820459e0dac71f3b53b59671cafd56a3b50636d642e6578656770bed408e4718731f506117f707cdb59617af8e96258ace6d0080f453323e69ee44c0bf36d80a11244e2d5705385534c8a872a,0,1,6.8268954433168085,0.4166666666666667
6,14,1033,1,6,51877,28953,11,168,124.4702380952381,74.49120478566245,960499294292c895043f310f8c3566f82d9733f0c6c9e72bdcfc6db7bd072c1d6be6e86b83c435fb5ba878206bddc0dde6636d642e657865b75f5200869a8ebf9f03a5a8b30c135f037362763162ea31a3bcce2bdf8a324971fe371cf977637cdb7f597b354c2b661368cb02c5e9c561793e7d8c39e7f76933784e71a9c2b1db1080d1ecc5272a4a3eef8fd66dc502552a0d516ef3fca414c9eaeead15162813216c9537d6f2c98c,0,1,6.81616273516286,0.42857142857142855
6,15,850,93,1,44222,60683,57,0,0.0,0.0,,0,0,0.0,0.0
4,14,991,55,17,6557,47929,16,46,114.15217391304348,60.73139986906863,e62e25187a5d6b90909089f94e8c839f5159a98c3163aaaa8803291c9797ac913b1cd76d28c12c8b7e62d7162c8c,1,0,5.099436412484688,0.391304347826087
4,15,147,126,1,39565,63376,51,77,119.22077922077922,69.63105430817589,bade79ed8ade4002c7f74c24981696636d642e657865504c12d60e80420c4196664bc2f82e854456385898bca174eb1af9056c997ea0d3a73817834119c4c29a5b6b5bd3a60e820b38f494d87d,0,1,5.919320469238234,0.4155844155844156
6,9,312,80,1,23757,17884,2,98,127.76530612244898,71.66301539794915,11649de32c7beef2adfbcaa17f9e7621126a39a313dc8fe5dbc4493f240c77ac981a65ad623165f37a76248cb5f624cfe046916fc877bdd5b8c4aa502a92116058131079db3da50025be995dc694590fdd8317d1447675fa94b8959fa3a92cf3073b,0,0,6.27277336447922,0.3673469387755102
4,5,414,128,6,2676,47249,25,248,130.54032258064515,73.55970793956435,6ae8683859f8a089660a29c209cede67ca043f8a4d003a81e664880deeac48cc3c310e9f758bfa83f8b9b6078017b423a741ada8c4526a97b9a65ba248c6ef78f47d85d1e7e65d7adef7f2713ec84be9dd7901146d4e4682e4828e53b53ff5165f1231adb5c24cca0f437ce2ff5b061b8337a3e3c87ee389e577387cc68eb73f6e1a294ba8361e2c373aa2c2d7c781e2f239904a91ceaaf2716279d82c42d6b9f62f40b49cf5679dc5cffb196a542f3c9b9414cb3f047355d1a3acfff35f177cdb4dd81875574faf550f8bebbea01a68e2d37ff521afd37b14bf4161f3fc141127392741f7bd83188e911cb46e44a08cc8f553c6c4863c08,0,0,7.169646209458292,0.3629032258064516
6,13,231,43,6,25048,5961,13,45,98.11111111111111,61.298621417241684,ac8e47515a636d642e65786504c61577023c82320a759a12c94f344c00284e3189fbd39c589c205d392197b7b1,0,1,5.402964207440785,0.5555555555555556
6,8,280,77,6,56446,54217,36,237,126.64135021097046,73.30378714630832,e896db67d63d5cd96c604c649e3426dc4dad870f3ff62d03cddf5d7a29550aedabebe4b38f2168d5b6b2af115fa1049628ece6ef929df7e52909c516a0d0fb23955f55d8e58e4279d61102cf64df2aa4284ab5e3e6ca55869e64922688427744cb1c7c7aad19c1a4f64faeec22135c83006ff23b8f028eb3c87a4794cf058aae4ffc3dd7d87b18be210ed9290e89af87bb45ecdf7208fb077069027298e61302804b675c43b326b4625baeee4b3002584d8078d237a5f79a362744583f17537781eb61eb2d401daab7e155bcf80883ea67526ee4dc3a24b15e7551ae5ac399655af67d6f9eb78f3fc99749de6f,0,0,7.13900552523137,0.4008438818565401
6,13,487,5,6,50656,63630,16,12,120.16666666666667,70.08308561192841,f8807858346badef176e8614,0,0,3.584962500721156,0.4166666666666667
6,15,248,117,1,12802,25456,1,214,126.42056074766356,69.22765335088724,167e79af12ed693b76a11a49e025e2a980f02b744d6eb9729a9d3c549ec18563f3196d4edc3d9ebd2e796a63fc1e44ae6bac4ad7d92204cadd647be21be54a23a05caab899f86b2104b3daa8eb75f6cdeb9763c0529cd011ad66c3522351b5e0248353fdfc991dbee047cd31cefe74283b60762345875a963a569bbccb735c81d2437d7d2fffe7d2165e46db1b0548898ec775df9408a53231b2bf9b11c0bb557e7c56755f085e74a5ab93a589477caef2313a715dd196ea980eb60e3165ce81595fe8c477b232ed1948b22d5b4508709f51bb163c17,0,0,7.120934334441001,0.43457943925233644
6,9,680,8,1,24474,13189,46,90,122.1,67.40525037248787,4d43ed6b559efb383195135e9e1e6d74c35ce8cac879b07c176c8fa878177c2b6f9d15a8ea97b070894f7adc69911485d9e5e912185527dfcf2af1abe01e5587bbaa42a11d3b6b1c4b4a8f8acb5645eb4fe758a75611632b8b3c,0,0,6.194576568527858,0.4222222222222222
6,8,1070,6,17,18907,352,43,233,123.95278969957081,73.55341642184185,e77a16e54c0f80c32174656154faabbf2b2b1492be9182b0b0311f4399ec090ad3c793b97c14d597fcf5bbc54a0d4ca971c9f54276929a6e80d3ffaf37241bfe5a260ebdd1a8ad52d10c0c19e8df115f599b20bd9713713e104cbed38a8e897991a070b894c47e89008da7163f556d7ee8398ed348845b81fac9e3d1656f00b5e13cb3f7a6f3fb51e90841c5977c23e78a5601c15c1130d24bcb86944e52333df91e193cd7f32e5626aae204496a5240f3139273d9123c40237aa00478d125509d7f8602b9a13274662b754c26349451ec83bc44ccc0a343f6b765fbb5029636f962d2675a3c3708b9,0,0,7.174083193926936,0.3776824034334764
4,14,450,3,1,58324,57112,57,102,118.6470588235294,71.77438057577199,6f5594e438037c5e7d39c1b9b873d7e9636d642e657865f3b2f41ce601386237c826f2669aa16aa0d09c796863df808905a9c70e1b77220ca9d0ab9d2c6100c9139f2d5b77a84322e4d2c3b967cab2abf242262753116f56d6bb40030242c74ee6126d10265c,0,1,6.27286762136205,0.45098039215686275
6,5,183,4,17,56846,32841,41,71,128.70422535211267,76.67406678504581,2790a04bf5a1456602f3eb63c360421d21a6558db31ef41f46c5f8c8086ffc66952387a114adfdb9e2e6121f041ad8b843451c82e863d3a9c843437041683b925e74e4dd67e3dd,0,0,5.8855937744037865,0.352112676056338
4,10,1367,99,17,16827,33054,11,234,125.80341880341881,75.22140985871175,239b20d047ef9f5466fda81137afbbdd854533fb19789680abf596a071a0a775413da3469f09a023371db7fae20b3dcef3c111566bccb0953f9c3670569266389778442675f55957089656a3dabdb003b6d92bedaf8c0d6c05ec4a85ffbb1ad6089ae622e7bcc6383a5644e6842552735beff7bee3a2a6a8aa70f20475c7acd71c0fee3f0a4621ed211f0cdd4362210794f9cdab50c5ede979b98a926f7ae429a4e9d9a4b886be1d74e014f17fcd0f7d42937262c53a5aa229052a8aee458970adfff12555caf1633c093d7aa19ad5398f690bae9a1a2d4df6413624ae005d628e36dcad0323f6036622,0,0,7.149986834838582,0.37606837606837606
4,10,1199,88,6,39487,25740,41,197,126.91370558375634,75.61516019787885,c9dc55d74a2ff282e3eec89a5af72aec9b435dfcabf43d166a67b6768b85056321f6421424714003b484cccb33d14ac43cd57a284d2d043b46717f9b268511c01ebe0bdb8af4d39d335fa9221356075490666faa039e8934100e4a183cc2e30563b74fea57f17f4381c85b38ce2190751b538946ffdbc2a4a3c3a10cee250b786484ac4bd95584e9ce508720cfb2051bc15d3bc05a3fa8f37f3388f4dc11f7df909090ecce8901e185c8bb254417c972334f65bed8d032cfd31e118fece0ce6a35ede7fc40,1,0,6.925815700186979,0.3553299492385787
4,9,1090,117,17,65100,61895,9,159,124.75471698113208,77.99126841799794,47d02c7ecd3cf5bf2909a4a5ff2cb0d4199bcc91e673c902bc702c8b9a055f08252c59e985c58167f3e488571bd8149909c109ef73c77604a1a3354c5f55783cf88b8f861be25bb8105eb7b4614d75d1d0e829f9dd3414e24e89d7223206f3bd0f54d3093f9ea45c2787d01451263da2fa8bdb3e4d21c5d617b88dd5d3725b9bdf3ef702590145fcdb1a25b8d90ce90c6aca5b12d109ce87498f2ec146a4f5,0,0,6.720813989954683,0.33962264150943394
6,11,414,41,6,20112,22453,24,206,131.89320388349515,74.33444661671196,25ba7de961dfb69a0969e3d2fbaa0a129c593c3a01f8a8995ba9a94e889664a91b6aacd5c8cb10fd0c6f5969bfac4da132a6fb1cb51448081b981ac5eb2f41fc4524c85d8ae41866e2584115777fc92b63ebba72bceecbd84bead9c05d95cc994b99fa1fbd58316f929328aeeac4bd760866d3bdaac307f79570429ca437150012c704a913a9aa88c38822b5fd39782ba23a1c868439de30a603981ee007956192a7adf235d0cef814e9cf3a72ecb36840b3087df2d3e5d06642338fd1bf98187f277495fb9dace18b6bde2c57e6,0,0,6.972138801474133,0.3058252427184466
4,7,873,108,1,63932,33884,2,256,130.609375,75.12970392667187,3dfea6b23e57aa082c019a0edb60bebb0d4f98d72391d24ee873be4a14914c75c5eab27033f6668921f7cc1033c14309dd1a3d7bfe006efb0abf3304ad1a395cf5b8f3fc1b4d9acb137bf4e56c8269e5d395ec4cb123cbf042e6b1b893bf4171cebdcc641fa0a26a82898226f718346e1eb0ec0720a74dcf4096634e629cbb17e511be568c2fee3913ddf0ce75bc70bae6dd8c90649ebdae678656c0040f354012c53bf60d3a73b29d64c5a0bfe72392852293a4f8c2092089557ad1b566d4e4af66db4201a0f1e8c64b686bcd35bb70990587dd93e66ea355a749a9d9028155e17226221c00bb9f75442df8e085c73e10f63e47f3f097aa0166be455e66e2cf,0,0,7.16911175579021,0.34375
4,14,1196,75,1,9498,6982,19,154,121.83116883116882,71.28020482527063,81257abd82fbe67f2dc8de6205fd587b73bb424641af83b5c46064342ad54f415b75bba8ccbd3d0e6027f3df594737d220ac84698996e423ef08c740053d9d35cefa0d39ee340d63c57c923e528b4935d7f9569c801331aa1ada5f224f33920359128c4173574ac31521507ae93865925a8798dba9b0ab56ad9d317392c7897bf706a0f6377fe6b495f9089186ae11eb35628f098258de57f806,0,0,6.771561459483925,0.4155844155844156
6,5,635,54,1,47700,32577,16,220,131.1909090909091,72.04114928346608,54016931bc09da61b3af1a5cd872ad50165f2778abd443e5ab1d50c96549add5ae2f02379e6e865774d9c8e028705865d26218ff0db245922d9c9fca64b4e13073cb87d30862e389607fd0f2a9fe8b5bfb024d5e86a55c9e44c0690f7f29091c9a2f8eb5e79df4a2b057e679cf4e31c7a439a5d5b6cfa2ab6b280c7f3104e6652f77f0bbd9d691148a02dac58308f3e461977885ee396cee7478228800ceef0227d3e0e2c772f5ec62f1ff9b451435cf9e63d78e596a67df5a378d8c5c00d3a7972ab38a130a63ab516e528ab78cea4c59fda4efce16a0ba9f92059f,0,0,7.094729486133925,0.34545454545454546
4,15,1260,71,6,3770,23921,28,115,124.35652173913043,71.48696339702637,45d74f077336b709a4f83a6b0ba82b1da2d71cf0c1a587b2d7d65f2ad0654ef453bb86021867650deadd62399e861d7ae2a3ef2145dd468a8f1c10aed108a38a1d94edc6662c234953e862bb6d566f995a9846cc82986ce4f047b23a9af0c2426a0dea018db78fa26c6b962a9ae56d1aac2077,0,0,6.304058203061851,0.3652173913043478
4,11,1029,88,17,37300,27598,57,145,120.33103448275862,75.03029780418719,1a8c38cb2af1ea4fe3432c380a636d642e657865259c764744a7402d8ffb7837bccee3d21c423d7c76809fe10b1d78373e64b0390239c7209bffc0f6a4ecbc4899a5d398d361f71fed4fc68821673d0d81349c70f00c30eeeb3d9ac3d05f5e3f5aef2230a5532c78c819f2f643f4b29a804048befe3453ff6acd74258e2010ade45f0c3949c9df55387d119e13120b15b6,0,1,6.667739003763277,0.45517241379310347
6,6,694,38,1,5790,14285,53,122,131.55737704918033,73.05702344803915,ec89071cba653082874c1490c9b83bbcc4bf919e8a5f99dd7a31983665d74ca27406bf635abdba0cf8990a2fb5e3e291083684e5563100b23153c90ea195b022d8e97958dbe7749b6d3bef4c239382e0411a949ca3bdf56813eb8c120840a29608fde450bf316a60fcabffc947be068ecd8cef7df074c021c985,0,0,6.446970534213262,0.3114754098360656
4,15,1397,80,6,36227,23533,5,20,137.15,72.16735757944862,fd141d4cf5457d7792aed3798dad22d72ded8aac,0,0,4.321928094887363,0.35
4,12,832,45,17,16668,31314,8,134,131.06716417910448,72.01297538153388,7425a669feae6878e11cc396909090b2d0d93eca9e4ca2adcb8362636d642e6578651be04c236b3983a85d219469e2e8bea825ee0be87791580454f865c2f03dd80664f7575defe40017616c360ac1cfd409e703dfc7cba53fb8051e62e4e2c4230d5e913fa024321bb4d256b68c8495e3c58d33c6e76e6ffb51b17169c0f561cd17a7538b3e,1,1,6.661129022498887,0.3805970149253731
6,9,624,30,17,49757,16321,46,150,119.37333333333333,71.81471963013959,f8616d636d642e6578653b9129f00f39512d32407d1fac9cc37a1b1bae6fdb49de1bf63b67649f857ec8f4acf55b03039077e5f32c87006018a8103fb252b04241bf33514674b6e8f4e9656e0bd04c879d1b4f278d0997ca3851ff0deaeca553530bb4f7c3115957a461931f056a10e6b1196f6d9a3ac5e2773862eb917b6f961146b3a5983382c5d3519b3e8e0baf1adcc8239779f7,0,1,6.702021690438189,0.42
4,5,214,41,1,36205,5720,8,37,147.05405405405406,72.02174819659945,90fd4284a6623142f3b96bd3caf08cfc3386861a24ebc760f0da643bd4d2744ff585e44840,0,0,5.047291203466789,0.3783783783783784
4,9,907,124,17,53249,23135,50,141,125.7517730496454,74.2024407494009,e4edfbc9875bc82f67f469a99f71a723debdc8ca4021e21ecf1097db0110992aa3e65b7882a8a3f292830a214f759694d92525a0947ee082558281fd07167d5a4e72fe004aa4ada14fb54ff0be5f2dab0f1888c9a0a04e214ef328a4cbcf044f6afcc62e02d5a17e090708571a366a6b748c7acbc014a74672631acce7b12b40fd5e68a2904113b84efed715de,0,0,6.6270360154733305,0.3546099290780142
6,11,974,37,1,52885,11101,4,90,125.02222222222223,65.82383522669137,e33ed53d9a0983c16a8ca904d6645d4b72c392dd133353636d642e657865593cb9cabc6161858f2c45eb294c84ddcd2f75b87007c798ba443ba5d7adcca33b6189af5eeef595ceab122af631c00f78a82580aa4ab3ab7706b728,0,1,6.30568767963897,0.43333333333333335
4,11,1338,105,1,29794,25415,7,195,128.6871794871795,69.01445103033905,dddadc129c55658478e0591e923e8e668b8f764369d46034dd51905f7d3e761eab30a2f351a64c3ac2d214c2402c22f62928679ff6e153e1db6d39678955bcc9ce84ca52c49f3748789f6728dd8315c5eb8316ca2e9d0a77ce7b5d76ea34534cd7aa607e807fd135fe82d562198e10af1aff7448225e9682a340b56daaeedc5cd3cf4451a33d7c11a8c2e3fa7e32bda32ce7eb73d82dbecda790bff5eb030b636d642e657865d328fdd4bc2293973c83e4f6640467596737e23a47881fb36e20890c5f,0,1,6.898724849622813,0.4358974358974359
4,10,189,37,17,52392,32020,51,208,128.5,72.3293083483718,1e28ebf3a12c699b8dd4b285f26842fc8454188a9ffdfdeaef9e4123ce3f72603bc64c411900df7cd435d663ec733eaa314702f8b8218adb9f7143677e782a901ceafcc9954cb5cb13ee68617c2cbd1b1e6f4333549dfa624ec4edffea0484267d395db745cb8f5122ce8a112b7a80db27f8d895619acaddea1a413e270a35037a990e86cedb407de43686cb2e4898ca363b632f983b061297e42d3b4224e0dccd4c8e8ac48b91bd3b250aea93f8848b54d4a76078beaf4e37d1a79c8d81cc829be85794f0cdb07476587f5cd68ead05,0,0,7.008068235120204,0.3942307692307692
6,8,1453,75,1,60785,41854,39,171,130.17543859649123,75.41428412799944,015aa3c80aee640405a8540607855b49f10e3a8768517a69112f07e189bd34def7ea6719dbe07f6a867bc75dde9f039743a9f3943f6751b996f07de69b07d5850ebe94a696b40c47d2616208cb34edad14dacad46c47043d699d77e28127d2c029b117206bdd4231f8709c73188c7661ed273713c498e5de63c1ff5c9098bf7e9cb944ebc0920798016c571326c8b6e9c17b5e41cfff0f9b6d75098b8bf984cc97cde293dff9dd59ea28f2,0,0,6.952883070416149,0.32748538011695905
6,12,1247,1,17,55854,45825,48,128,131.1171875,71.10880978887106,72c5bb93d74890ef294159adab25acdeba0066b938c6a11682a497fd31d34ceff5dcf4494507ee2858842e424fe6ea7503a83ff07639bbcebd39486abd828c73f52eb8871d8863632712ab9600688a1307723fd110a2ef6b49f0bc91262881c5b25ffde40b62e56a681463a98ac69541b097dc6ae9906f6aac2dc64eeb89a09c,0,0,6.451057324168044,0.3671875
4,10,302,32,1,11652,29498,26,95,115.89473684210526,70.75465001408004,75c0d19e8dc6ff9b9ad57d070bf07afe5ca59bb673e50760a5aa35636d642e657865d64e212406001e4fcb27245320cdc65f953a5ca479f2f423957b8579c35c92263f4d80021e43f514ad5bca1a245b98638c39642a0f62e694e51824bf49,0,1,6.182962055676596,0.4631578947368421
4,8,675,8,17,6960,13770,28,37,117.89189189189189,73.36977203025845,6fbce1a3811f07526e9c48b11a50b9ef00c1c478e9e118030239b2b63563d0944980117181,0,0,5.101345257520843,0.2972972972972973
6,8,1406,51,1,53945,8575,5,169,123.85798816568047,75.6761471067531,fd3f4b003ad49f2d75ab6e2dd08ff82c8104a8269582cc29b4287c0ebd212bd1cb758c9b533ab20ba802583787986282fee6dff51e7f078f068c8b62e882aa9e052e9ea3b0a19845012450c5f26c0980e26e95f6a77d204f514000b97fb3a80057e9308f1124503885b6b2d985acfbd93188d43817a2f0c7e8f1e63ef755beda97cf5d105965da264251e031af4ab96176811a0f1b478ac6a7e39431480307f471f42ec6f2f969220d,0,0,6.905172705448946,0.3431952662721893
6,7,133,16,6,27886,8625,3,42,131.85714285714286,62.25583599668595,5364dae0ba4aa4963d50269e379d51e5695b559ac9909090b0d3702ff98f8912f5c4654f658c667ae207,1,0,5.231486767965345,0.42857142857142855
4,8,254,21,6,59715,18508,49,236,131.3093220338983,75.48729883881819,23ae96f8103e0496c16ec2e61ac921aef165dc8660e5cfda83244512535d7aec1f0d24d36159af24b4fb7363ea13bf2d2ca445e3d361ae5ecefc2b8360b533749d88c459249a6154909090d1ad85e13a21737e06f7f432e7ead2d3eed8ffa91240de9d770c8cc8899557958efae354903b6ef6630753b12792f5e19c0e2607261520bdf30b1f601432ee77b73e67baf6f91aebf8bd7ae2e9b5bb91d52ec6f2d770ad7d9efb31655bf2990d464b403698ddc62ecb03d23342dc1275e92d70cd564a6f8a469402767e533c03c19e63ca7fd8809dd1eb5e2181931559e0d02910b1c373127fa58e0d1a738daefe,1,0,7.104893578931186,0.3559322033898305
4,8,1061,9,1,49870,30000,20,49,119.38775510204081,73.71229685205401,86f41e6ac25ff370090940aa1c349d26dc03e22d1a564b1464b25e9783d2311e56cd4d5960b76de1c3c7f3ca3184cd35ad,0,0,5.369811884931536,0.3877551020408163
4,15,62,104,17,11098,64905,40,190,128.68421052631578,76.54957295186938,58e7e640b14c35b98b09419575723a49f7133da6372459adf0348eb0610e6683a48e4ffb18d242fed238a9fd18082c9e753e1125b8b9f93401f1183b050e8f4a736eaccfa85ac0f693e0a15882070e6f395f28daec71904860b03e22213bb38314b783bd77e859044a8c4cdf62579a029b0929d28cc2324cf4550f8d090ebac882a9e2ee3eaba6818932cbedf9709fddad9ffd1550eacfd25ed2fcc076ca99172d046cae79ba777ad186c8fd5501f60afef8a29ff098c426f0f177f82689,0,0,6.936152303099854,0.3473684210526316
6,9,785,2,1,42806,7897,54,189,124.56613756613757,74.79348722744817,f5b30380797dfb9e27e470c3f2fbf7465f8145cc9b203d946d92969dbc6f05bd68549731a340c242bcf20f80b6986f8b0acff07a611df3f8a7c9310b7a3a1fcabcdd04020913004b7ccf860f5222dbfd6e44ae276dbc263649f01f852684a536bbe988c47f484e0c899913e0ab4b75be0664a4a98467d69a13d9855a271b9094d0f508db9730eaf3dd27fe0720e8b510bbcbd64b111074b63e858a2f3c4e712dc3142d8befba8568851a2898974acc83defd20570e7fb7a4fa724a576f,0,0,6.930580635939306,0.3386243386243386
6,5,1045,114,17,49414,7454,1,139,127.74820143884892,72.51009292437756,7a9ac34bafbf36736e259aa6e0b59e0311652b717e188e6d17dafc77e577c4c70069de3d0598ec3fcbcba7efc049a35d37852ae0b612aa70da272d402d8fc02a89ac25434e1b7fc54621868be3e0ccceba027080636d642e657865b48cb62bd3b0f08df07f1d03b987836207d5526d14e6ff67bebd078d61f352de0c9bd6b408abf3f9527a42ad4007f953,0,1,6.645743680559357,0.3669064748201439
6,11,284,46,17,224,1872,17,209,131.34928229665073,75.11501555405457,df5d43ed76c1197490d724641d873ccffc0cf57ca290ee8ace0fc3cd341cf7f7c9ecd2141c8f0394a53294b645c9fc80f27ee38b6c3cfd8cc5013cfae4e7e2fb6e9d716584c13b68299b64cd17135f577798d39767c6ca90110546089061573bf42798315b3aed6abb526c82ec59d53845d4fa613107556fbb76eeb21a0b74a919474f464b4b97dfb52e560a96cedb27c7a9d435b3c7a6a876099193eee8b3a30aaa1b16a7077d507a145b1320b25454f9ee6eb988a7daf9bb4ca92d89c6d68ffbefc117ebd0fb292287a52b38bd297265,0,0,7.0409274932524415,0.3492822966507177
6,10,456,56,17,16916,61349,58,9,109.0,66.67666591677914,273b264533be96cfb2,0,0,3.169925001442312,0.5555555555555556
4,8,107,49,17,55721,65202,32,57,123.17543859649123,64.10274724030944,2a3f828945b77c2b636d642e65786519575f4e19f18a2d224755d7b983d9b81761dcd579dda5d12fe3bb8a70e898a39ecc6c765b900ad41c62,0,1,5.727626856270005,0.47368421052631576
4,8,712,91,17,32246,8081,12,48,143.0,84.79165642915581,6efd61f3f8872e09b50c53e79bf9eb232fce22901d29cdf103f2edb7cbfe9914a1c948caf8a1c4034d7c23a6cc2ff89b,0,0,5.2775690110927505,0.2708333333333333
4,11,783,116,17,1375,58629,3,102,132.30392156862746,69.40133202311094,507e7012b54d07a8a1018d240844a5f709ce8ba52fe4c99794334a3074222e4b37e004e7e6d0f45dba0fae4977a7412c578648779488e21f768956c8a28a7bee34f99d6ca1d241d5fb872090c0d59e6a909cb2b9fe109a90909022ae6184ade6cbed8c75eb89,1,0,6.362526905947606,0.3333333333333333
6,5,849,127,6,61014,59367,48,196,129.66326530612244,72.80929015032984,5992344168f2ef35b36958024dbdbb3f8c94b35f24e4ea8343e5b4f79c8dddb491dc3d763ca4436ae2354f128f66e2cb7a881c80559d1ed3b3a81d214a664d5d0502655474d19b2610e31a523a1cf441a47f0cfa1778c4abffabaa12b7f7c45faee16bd849487cfc91db2910a4c39efd99140ce3bbba33a5233d86ee4cfcc681bc9b707c25b061ca729ffebb9d1d9d079a7d81d7c5d9084470767e74d6241a15d986adca3e05f364ff45eb0a7403f1cb848f92a8b334577067991ea672ea2b3dfa4172d2,0,0,6.981857293006495,0.35714285714285715
4,7,1093,49,1,23163,64037,55,99,121.61616161616162,72.41138186535765,69c14f83bc03b32f8bbbd07948afcbae308eedc8fb8b13ac9fca0238a1df2a1f73383d0ac4591c5ba076447fabb503518f07aa9ad2b7fc8508bc455b2b11f7a30c4af6bb183320955f5dd4764d2fb16058dff802dc95ebe89fa03e1b42733b6895493a,0,0,6.318701190764828,0.36363636363636365
6,8,1410,65,1,29481,20899,17,179,133.0949720670391,71.36762115288393,b1862be33f11433499392915d93c6dd2743cc8c01fb30593da697675692768ffdaf67614eb2b65a322c444d13e46fd61d08733c53e47fba84348a88c0031ae44b064c3d6f25696d6c26257c39019a2b65318bb659b8d0bffca14a1effd975aafa80e184e64b2602b847eae308ee34d2e7cc5f122fd9e8ee31bff7d511994b7546174b1008ab74234fcb1a901715dcfa9e6e87245bde4ade44a8cb9858694a2b3c27ef4d61227ba6178a44aa9c5e1f4817a2cf8,0,0,6.871810888875237,0.3743016759776536
6,10,534,33,6,44296,28545,50,183,127.43169398907104,72.2183580257002,2fb2ef6f3b7b8674545fe977a59f0a3f2c6ab879ae9a2ecf51659c40a4ac1aca5ffbb51c3bf6942dc6593743d0b43045f0edfb7290909007723882f18f63926dc7fff824a8a6f0e03054994dc82771a32baf2f7fee0d5ae964d50219913aa2865efb5b92354231052f5a1a0503f65b8f436a9c8fa1a0136538850590f6137cdcf16965948eaf4bed55bbbecd1919155af869622fc8a9d3238af4c1e6ffde92b10e8f9bbbf0cff5a96a2f32802943b596487e52ff2d572e,1,0,6.805790532282757,0.3989071038251366
6,10,1196,47,1,27807,38024,55,29,134.13793103448276,69.2032110765504,ac1dcd2c135f219fd5625a544c58e3e089925b67dfcd581db0ced5d9c8,0,0,4.582118926162054,0.3793103448275862
6,7,417,60,17,37692,5303,24,169,125.57396449704142,72.14184439481105,509108759743e9c19a16459bce1350ba42f9f873cc713316c572ad83482a34ad3888636d642e65786568c53d41fdeb8db971207d7d758be215cfbe748dccd1793fb98a6064fe0cc964972a205d7d491944d4907f9c1aef5cf2cbba011e62394a932f324afefd9c0e163da2fc891dca65d8aaee8da19cf14927e6edbe7a52268d7e49001bcdfca922c38ad8ad45aafc1d131032b68cfd6250eee3aa30ba5b310eab7b7a660277bbbc24,0,1,6.755561980507265,0.41420118343195267
4,5,314,31,17,18120,58269,16,56,123.66071428571429,70.37736973572092,5e918bbf7a7032587cc4a7deaf958525c59c0bbb41245cba4881b5cadd25065e52d2240361adff4c036db7085343e6236855b5e4d74084fa,0,0,5.628783493486177,0.42857142857142855
